N_unmapped	497663	497663	497663
N_multimapping	646754	646754	646754
N_noFeature	3358886	11298436	11307262
N_ambiguous	2150118	505773	509082
ENSG00000279928	9	5	4
ENSG00000228037	0	0	0
ENSG00000142611	1409	718	697
ENSG00000284616	1	1	0
ENSG00000157911	375	522	530
ENSG00000260972	0	0	0
ENSG00000224340	1	0	1
ENSG00000226374	30	28	20
ENSG00000229280	4	1	3
ENSG00000142655	601	427	369
ENSG00000232596	3	0	3
ENSG00000235054	4	2	2
ENSG00000231510	1	1	0
ENSG00000149527	57	25	34
ENSG00000284739	0	0	1
ENSG00000171621	55	32	23
ENSG00000272235	80	33	47
ENSG00000284694	9	4	5
ENSG00000224387	5	2	3
ENSG00000142583	80	43	37
ENSG00000284674	0	1	0
ENSG00000224338	3	2	1
ENSG00000287727	22	9	13
ENSG00000286448	0	1	0
ENSG00000284703	7	1	6
ENSG00000226457	5	3	2
ENSG00000173614	220	114	106
ENSG00000215720	9	5	4
ENSG00000241326	0	0	0
ENSG00000233623	22	13	9
ENSG00000204624	27	22	14
ENSG00000142606	51	102	125
ENSG00000225931	1	0	1
ENSG00000171729	546	282	317
ENSG00000279457	70	33	38
ENSG00000229393	2	2	2
ENSG00000037637	580	305	287
ENSG00000287586	5	4	1
ENSG00000159423	3744	1884	1860
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000157916	875	798	757
ENSG00000157881	916	489	427
ENSG00000238290	2	0	2
ENSG00000225387	2	1	1
ENSG00000048707	1943	977	966
ENSG00000225196	3	1	2
ENSG00000162444	26	14	12
ENSG00000279625	2	0	2
ENSG00000180758	232	116	116
ENSG00000184677	797	400	397
ENSG00000288398	245	123	122
ENSG00000224621	8	5	3
ENSG00000285833	0	3	6
ENSG00000131697	306	169	143
ENSG00000284692	0	0	0
ENSG00000284745	2	1	1
ENSG00000280222	6	1	5
ENSG00000285945	0	0	0
ENSG00000197921	0	1	0
ENSG00000233755	0	0	0
ENSG00000233929	3	2	1
ENSG00000234166	0	5	6
ENSG00000235282	0	0	0
ENSG00000055070	2249	1708	1660
ENSG00000230035	0	0	0
ENSG00000225643	8	2	6
ENSG00000284666	0	0	0
ENSG00000228943	1	1	0
ENSG00000234397	0	0	0
ENSG00000204138	1042	511	531
ENSG00000233419	2	2	0
ENSG00000235263	4	3	1
ENSG00000228176	1	0	1
ENSG00000225011	2	1	1
ENSG00000235069	0	0	0
ENSG00000284676	4	1	3
ENSG00000237058	0	1	0
ENSG00000090020	704	336	368
ENSG00000157978	410	208	202
ENSG00000158006	195	103	92
ENSG00000214812	1	0	1
ENSG00000196581	10	6	4
ENSG00000169403	24	11	13
ENSG00000171612	254	131	123
ENSG00000270927	0	0	0
ENSG00000188910	2	2	0
ENSG00000230523	3	2	1
ENSG00000158161	533	296	237
ENSG00000142627	1617	787	834
ENSG00000284668	5	2	3
ENSG00000233234	0	0	0
ENSG00000142632	67	41	37
ENSG00000234593	5	3	2
ENSG00000189337	275	233	186
ENSG00000225478	0	0	0
ENSG00000028137	47	25	22
ENSG00000204464	6	1	5
ENSG00000283259	2	2	0
ENSG00000130939	2268	1172	1096
ENSG00000175147	96	141	152
ENSG00000127472	3	2	1
ENSG00000060656	642	325	317
ENSG00000163867	124	61	63
ENSG00000230214	0	0	0
ENSG00000189280	0	0	0
ENSG00000134698	979	511	468
ENSG00000272420	8	4	4
ENSG00000132881	363	188	175
ENSG00000273274	63	33	30
ENSG00000236648	2	0	2
ENSG00000232273	8	3	5
ENSG00000009709	13	6	7
ENSG00000287396	0	0	0
ENSG00000130940	3806	2837	2814
ENSG00000163879	207	108	114
ENSG00000227527	3	3	0
ENSG00000116954	126	53	74
ENSG00000228589	6	2	4
ENSG00000163873	49	20	29
ENSG00000117215	8	4	4
ENSG00000230163	0	6	5
ENSG00000227538	5	3	2
ENSG00000044012	4	1	3
ENSG00000179051	2287	1294	1312
ENSG00000215895	0	0	0
ENSG00000284650	0	0	0
ENSG00000236948	0	0	0
ENSG00000126067	1476	726	750
ENSG00000274944	0	0	0
ENSG00000272078	62	947	960
ENSG00000230451	0	0	0
ENSG00000231606	8	3	5
ENSG00000284632	3	1	2
ENSG00000054118	3832	1879	1953
ENSG00000254553	0	0	0
ENSG00000284653	3	1	2
ENSG00000237749	0	0	0
ENSG00000276747	23	12	11
ENSG00000284705	1	0	1
ENSG00000228776	0	0	0
ENSG00000159339	24	18	6
ENSG00000261781	3	2	1
ENSG00000284743	3	0	3
ENSG00000158315	26	16	13
ENSG00000186973	6	2	4
ENSG00000146463	1455	789	895
ENSG00000271741	0	0	0
ENSG00000142686	125	60	65
ENSG00000224751	18	9	9
ENSG00000117148	6	3	3
